gene	Acniar cell 	Alpha cell	Beta cell	Delta cell	EndoMT cell	Endothelial cell	Fibroblast	Glial cell	Macrophage	PP cell	Perivascular cell	TFF1+ ductal cell	TUBA1A+ ductal cell
CNST	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CNTFR	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8710491570386881	0.0
CNTLN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8603559119868922	0.0	1.0	0.0	0.0
CNTN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CNTN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CNTN4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CNTN5	0.0	0.8171985959803271	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTN6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTNAP4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTNAP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.34905388603971277
COBL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
COCH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
COL10A1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL13A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
COL14A1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.928334579867114	0.0	0.0
COL15A1	0.0	0.0	0.0	0.5687626680349006	0.71202355622513	0.0	0.0	0.0	0.41044381316931666	0.0	1.0	0.0	0.0
COL16A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL18A1	0.0	0.0	0.0	1.0	0.7095309974651685	0.39721968965886995	0.0	0.0	0.56361649435564	0.0	0.7339569456947366	0.0	0.0
COL1A1	0.0	0.0	0.0	0.2679798751852694	0.5414732900418117	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL1A2	0.22328548838071297	0.0	0.0	0.42114942088414714	0.5130814279459978	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL21A1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL23A1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
COL27A1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7866142528953344
COL3A1	0.0	0.0	0.0	0.68587940912169	0.6169060777818128	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL4A1	0.3859969898505949	0.0	0.0	0.9158359326265194	0.7682452597920246	0.0	0.0	0.0	1.0	0.0	0.8660793725400459	0.0	0.0
COL4A2	0.26703095957153816	0.0	0.0	0.8024731510904761	0.8249926020853613	0.0	0.0	0.0	1.0	0.0	0.8448483243543238	0.0	0.0
COL4A2-AS2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3BP	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	0.0	0.0	0.0	0.6763240401855993	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	0.0	0.0	0.0	0.5363820551726408	0.5972668220528624	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL5A2	0.0	0.0	0.0	0.7875133255411724	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL5A3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9545138761452862	0.0	0.0
COL6A1	0.0	0.0	0.0	1.0	0.6897224450200475	0.0	0.0	0.0	0.0	0.0	0.9246196343594613	0.0	0.0
COL6A2	0.0	0.0	0.0	0.9887218934835156	0.6946188826334648	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL6A3	0.0	0.0	0.0	0.18861854010540036	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL6A6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	0.6862631428546067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COL8A1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6340491740588458	0.0	0.0
COL8A2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
COL9A3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COLCA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
COLEC11	0.0	0.0	0.0	0.7877229991193052	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COLEC12	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
COLGALT1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9174585403538483	0.0	0.0	0.0	0.0
COLGALT2	0.0	0.5097023468230336	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COMMD5	0.0	0.0	0.0	0.0	0.0	0.0	0.9298434837071503	0.0	1.0	0.0	0.0	0.0	0.0
COMP	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.7977277603178085	0.0	0.0
COMTD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
COPS8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
COPZ2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
COQ10B	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORIN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORO1A	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORO1B	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORO1C	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORO2A	0.0	0.0	0.5808479346755903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
COTL1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.7493176226498004
COX10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
COX20	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX4I2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX6A2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX7A1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5904698609528247	0.0	0.0
CP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CPA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CPA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CPA3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CPA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CPAMD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CPB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CPE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CPEB1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPEB1-AS1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPEB2-DT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPEB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CPED1	0.0	0.0	0.0	0.9712763990926017	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CPHXL	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPLX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CPLX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CPLX4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPM	0.0	0.0	0.0	0.0	0.0	0.0	0.9295017718277782	1.0	0.0	0.0	0.0	0.0	0.0
CPNE2	0.0	0.0	0.0	0.7266464139799135	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CPNE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CPNE4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CPNE5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CPNE8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CPNE9	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPO	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPQ	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CPTP	0.0	0.0	0.0	0.0	0.0	0.8382211237428936	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CPVL	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CPXM2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.751374102452457	0.0	0.0
CR1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRACR2A	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CRB3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRBN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CREB3L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.610747900708254	0.0	0.0	1.0	0.9429353985721919	0.0
CREB3L2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CREB5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CREG1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.423705522967022	0.0	0.0
CREM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CRH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CRHR2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRIM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.9173230280682597	0.0
CRIP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CRISP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CRISPLD2	0.0	0.0	0.0	0.9538013886681543	0.8555614194355333	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CRK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CRLF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CRLF2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CRMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CRNDE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4841665937378995	1.0	0.0	0.0	0.0	0.0
CROCC2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRP	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.35364512248393143	0.0	0.0	0.0	0.0	0.0
CRTAC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CRTAP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8192386083761342	0.0	1.0	0.0	0.0
CRYAB	1.0	0.0	0.0	0.26993102594350393	0.0	0.28495303518211773	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYBA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CRYBG1	0.0	0.0	0.0	0.0	0.0	0.749055214883478	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CRYBG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CRYBG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CRYGD	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYGN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CRYM	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSAG1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1R	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF2RA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF2RB	0.0	0.0	0.0	0.0	0.0	0.0	0.73230232237442	0.0	1.0	0.0	0.0	0.0	0.0
CSF3R	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CSGALNACT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.4789139617062492
CSGALNACT2	0.0	0.0	0.0	0.6770045822247086	0.0	0.0	0.6265927675663722	0.0	0.0	0.0	1.0	0.0	0.0
CSK	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CSMD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CSMD2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.881427884752138	0.0
CSNK1E	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSNK2A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CSNKA2IP	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSPG4	0.0	0.0	0.0	0.8834937757624024	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSRNP1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSRNP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7434609826496418	0.0	0.0	1.0
CSRP2	0.0	0.0	0.0	1.0	0.6378012631085993	0.0	0.0	0.0	0.255638520623695	0.0	0.1846203771181685	0.0	0.0
CST2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CST6	0.0	0.0	0.0	0.0	0.0	0.7571437750721316	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CST7	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CSTA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.893662065339512	0.0	0.0
CSTB	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.552786266122554	0.0	0.0	0.0	0.0
CTBP2	0.0	0.0	0.0	0.7112878187616707	0.0	0.0	0.0	0.0	0.0	0.0	0.7717256272684939	1.0	0.0
CTDNEP1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTDSP1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9754891072500189	0.0	0.0	0.0	0.0
CTDSP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CTGF	0.0	0.0	0.0	0.8248831738753047	0.0	1.0	0.0	0.0	0.48176958953693183	0.0	0.8797806490536252	0.0	0.0
CTH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CTHRC1	0.0	0.0	0.0	0.0	0.9591404084766308	0.0	0.0	0.0	0.8344468879009099	0.0	1.0	0.0	0.0
CTIF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CTLA4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNNA1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6349946168475546	0.0	0.0	0.0	0.0
CTNNA2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNNA3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNNAL1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNNB1	0.0	0.0	0.0	0.0	0.0	0.6478833785422218	0.7985597977209151	0.0	1.0	0.0	0.7334597953491266	0.0	0.0
CTNNBL1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNND1	0.0	0.0	0.0	0.0	0.0	0.8243738884802785	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CTNS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CTRB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CTRB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CTRC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CTRL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CTSA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSB	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.23911050337628145	0.0	0.0	0.0	0.0
CTSC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8051149839650245	0.0	0.0
CTSD	0.24734449690019542	0.0	0.0	0.2322895169799395	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSE	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSH	0.0	0.0	0.0	0.0	0.0	0.962758267805898	1.0	0.0	0.0	0.0	0.0	0.735891807276524	0.0
CTSK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
CTSL	0.0	0.0	0.0	0.3275694894077886	0.0	0.0	1.0	0.0	0.0	0.0	0.3441710768205071	0.0	0.0
CTSS	0.0	0.0	0.0	0.0	0.0	0.22131896226432946	1.0	0.0	0.0	0.0	0.0	0.2964548886143686	0.0
CTSV	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSW	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSZ	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTTN	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.8617378670609485	0.0	0.0
CTTNBP2	0.0	0.0	0.5364600779310429	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CTTNBP2NL	0.0	0.0	0.0	0.0	0.0	0.5358034241191607	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CTXN1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTXND1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CTXND2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUBN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CUL4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CUZD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CX3CL1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.8875152366652219	0.0	0.0	0.0	0.0
CXADR	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.3594174218273136	0.0	0.0	0.0	0.8222221847837269	0.0
CXCL1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CXCL14	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL16	0.0	0.0	0.0	0.0	0.0	0.8029495443403092	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CXCL2	0.0	0.0	0.0	0.0	0.0	1.0	0.8405277786620361	0.8347038588829903	0.0	0.0	0.0	0.0	0.0
CXCL3	0.0	0.0	0.0	0.0	0.0	0.5638013875194834	1.0	0.0	0.0	0.0	0.0	0.34675729282143886	0.0
CXCL5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL6	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL8	0.0	0.0	0.0	1.0	0.0	0.0	0.5782535946287404	0.0	0.4102734127088554	0.0	0.0	0.0	0.0
CXCR3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCR4	0.0	0.0	0.0	0.0	0.4117853887185369	0.0	0.2651328116775599	0.0	1.0	0.0	0.0	0.0	0.0
CXCR6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CXXC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CXXC5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXorf21	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CXorf36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CXorf57	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8846573175866882
CYB561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CYB561A3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CYB5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CYB5R2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYB5R3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9668171462500182	0.0	0.0	0.0	0.0
CYB5R4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CYBA	0.0	0.0	0.0	0.36462999603862517	0.0	0.3123538783861563	1.0	0.0	0.0	0.0	0.0	0.4587694100100637	0.0
CYBB	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CYBRD1	0.9744297107792819	0.0	0.0	0.7774927778346197	0.0	0.0	0.5957927789452552	0.0	0.0	0.0	1.0	0.0	0.0
CYCS	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYFIP1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.6458141503580235	0.0	0.0	0.0	0.0
CYGB	0.0	0.0	0.0	1.0	0.670202831863725	0.0	0.0	0.0	0.0	0.0	0.861909754118239	0.0	0.0
CYP19A1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
